iso,country,age_sex_group,expat_pop,total_pop
304,Greenland,female_age2,1000,2700
270,The Gambia,female_age2,7600,34000
324,Guinea,female_age2,8400,150000
312,Guadeloupe,female_age2,2600,18000
226,Equatorial Guinea,female_age2,2500,10000
300,Greece,female_age2,26000,450000
320,Guatemala,female_age2,30000,770000
316,Guam,female_age2,3500,12000
624,Guinea-Bissau,female_age2,2600,22000
328,Guyana,female_age2,3800,46000
344,Hong Kong,female_age2,110000,480000
340,Honduras,female_age2,16000,410000
191,Croatia,female_age2,7800,190000
332,Haiti,female_age2,7300,220000
348,Hungary,female_age2,12000,410000
360,Indonesia,female_age2,310000,14000000
372,Ireland,female_age2,28000,240000
376,Israel,female_age2,53000,490000
833,Isle Of Man,female_age2,1000,3100
356,India,female_age2,300000,22000000
368,Iraq,female_age2,79000,1700000
352,Iceland,female_age2,2400,17000
380,Italy,female_age2,160000,2500000
832,Jersey,female_age2,1900,4100
388,Jamaica,female_age2,8500,160000
400,Jordan,female_age2,99000,540000
392,Japan,female_age2,120000,3600000
404,Kenya,female_age2,51000,880000
417,Kyrgyzstan,female_age2,6600,290000
116,Cambodia,female_age2,45000,1500000
296,Kiribati,female_age2,1000,4800
174,Comoros,female_age2,1100,13000
659,Saint Kitts and Nevis,female_age2,1000,3500
410,South Korea,female_age2,100000,2000000
414,Kuwait,female_age2,160000,380000
136,Cayman Islands,female_age2,1900,4300
398,Kazakhstan,female_age2,18000,1100000
418,Laos,female_age2,27000,350000
422,Lebanon,female_age2,91000,360000
662,St. Lucia,female_age2,1000,10000
438,Liechtenstein,female_age2,1000,1000
144,Sri Lanka,female_age2,11000,540000
430,Liberia,female_age2,5300,49000
426,Lesotho,female_age2,3600,37000
440,Lithuania,female_age2,2000,130000
442,Luxembourg,female_age2,7300,27000
428,Latvia,female_age2,1500,75000
434,Libya,female_age2,43000,430000
504,Morocco,female_age2,85000,1600000
492,Monaco,female_age2,1000,1000
498,Moldova,female_age2,4300,120000
499,Montenegro,female_age2,3200,36000
663,Saint Martin,female_age2,1000,1400
450,Madagascar,female_age2,4900,190000
584,Marshall Islands,female_age2,1000,1700
807,Macedonia,female_age2,5200,87000
466,Mali,female_age2,16000,120000
104,Myanmar,female_age2,120000,3900000
496,Mongolia,female_age2,6900,200000
446,Macau,female_age2,12000,40000
580,Northern Mariana Islands,female_age2,1000,2500
474,Martinique,female_age2,1800,17000
478,Mauritania,female_age2,7300,62000
500,Montserrat,female_age2,1000,1000
470,Malta,female_age2,4600,27000
480,Mauritius,female_age2,7000,71000
462,Maldives,female_age2,5500,28000
454,Malawi,female_age2,2400,40000
484,Mexico,female_age2,340000,8300000
458,Malaysia,female_age2,140000,2300000
508,Mozambique,female_age2,11000,180000
516,Namibia,female_age2,3800,80000
540,New Caledonia,female_age2,2300,14000
562,Niger,female_age2,4600,25000
566,Nigeria,female_age2,120000,2300000
558,Nicaragua,female_age2,13000,290000
528,Netherlands,female_age2,62000,890000
578,Norway,female_age2,23000,220000
524,Nepal,female_age2,40000,920000
520,Nauru,female_age2,1000,1000
554,New Zealand,female_age2,51000,240000
512,Oman,female_age2,78000,280000
591,Panama,female_age2,27000,230000
604,Peru,female_age2,120000,2000000
258,French Polynesia,female_age2,1500,15000
598,Papua New Guinea,female_age2,2400,58000
608,Philippines,female_age2,280000,6900000
586,Pakistan,female_age2,100000,2200000
616,Poland,female_age2,34000,1500000
630,Puerto Rico,female_age2,9000,140000
275,Palestine,female_age2,46000,290000
620,Portugal,female_age2,37000,530000
585,Palau,female_age2,1000,1100
600,Paraguay,female_age2,17000,360000
634,Qatar,female_age2,120000,220000
638,Réunion,female_age2,5800,45000
642,Romania,female_age2,13000,710000
688,Serbia,female_age2,22000,310000
643,Russia,female_age2,210000,5600000
646,Rwanda,female_age2,4800,55000
682,Saudi Arabia,female_age2,230000,3000000
90,Solomon Islands,female_age2,1000,8800
690,Seychelles,female_age2,1000,5100
752,Sweden,female_age2,49000,510000
702,Singapore,female_age2,140000,380000
705,Slovenia,female_age2,5500,78000
703,Slovakia,female_age2,6500,240000
694,Sierra Leone,female_age2,4700,68000
674,San Marino,female_age2,1000,1000
686,Senegal,female_age2,27000,270000
706,Somalia,female_age2,23000,220000
740,Suriname,female_age2,3400,28000
728,South Sudan,female_age2,6100,23000
678,Sao Tome and Principe,female_age2,1000,4200
222,El Salvador,female_age2,24000,380000
534,Sint Maarten,female_age2,1600,2700
748,Swaziland,female_age2,3900,29000
796,Turks and Caicos Islands,female_age2,1300,2600
148,Chad,female_age2,2300,18000
768,Togo,female_age2,7200,53000
764,Thailand,female_age2,450000,5500000
762,Tajikistan,female_age2,2000,46000
626,Timor-Leste,female_age2,8100,31000
795,Turkmenistan,female_age2,1000,15000
788,Tunisia,female_age2,35000,670000
776,Tonga,female_age2,1000,5900
792,Turkey,female_age2,210000,4400000
780,Trinidad and Tobago,female_age2,7800,71000
798,Tuvalu,female_age2,1000,1000
158,Taiwan,female_age2,150000,1300000
834,Tanzania,female_age2,16000,490000
804,Ukraine,female_age2,40000,1500000
800,Uganda,female_age2,23000,300000
840,United States,female_age2,1600000,17000000
858,Uruguay,female_age2,11000,220000
860,Uzbekistan,female_age2,6600,260000
670,Saint Vincent and the Grenadines,female_age2,1000,7100
862,Venezuela,female_age2,44000,1100000
92,British Virgin Islands,female_age2,1000,1700
850,US Virgin Islands,female_age2,1000,2100
704,Vietnam,female_age2,73000,6500000
548,Vanuatu,female_age2,1000,8600
876,Wallis and Futuna,female_age2,1000,1000
882,Samoa,female_age2,1000,11000
983,Kosovo,female_age2,5100,85000
887,Yemen,female_age2,15000,130000
175,Mayotte,female_age2,1400,8200
710,South Africa,female_age2,170000,2000000
894,Zambia,female_age2,9100,200000
716,Zimbabwe,female_age2,4100,100000
20,Andorra,female_age3,1100,3200
784,United Arab Emirates,female_age3,390000,680000
4,Afghanistan,female_age3,7400,110000
28,Antigua,female_age3,1600,4600
660,Anguilla,female_age3,1000,1000
8,Albania,female_age3,2700,85000
51,Armenia,female_age3,5900,120000
24,Angola,female_age3,18000,160000
32,Argentina,female_age3,130000,2400000
16,American Samoa,female_age3,1000,1900
40,Austria,female_age3,51000,330000
36,Australia,female_age3,270000,1100000
533,Aruba,female_age3,2100,5700
31,Azerbaijan,female_age3,9100,250000
70,Bosnia and Herzegovina,female_age3,6400,110000
52,Barbados,female_age3,1500,12000
50,Bangladesh,female_age3,36000,1400000
56,Belgium,female_age3,62000,450000
854,Burkina Faso,female_age3,8800,99000
100,Bulgaria,female_age3,6400,240000
48,Bahrain,female_age3,36000,97000
108,Burundi,female_age3,2700,32000
204,Benin,female_age3,12000,63000
652,Saint Barthélemy,female_age3,1000,1000
60,Bermuda,female_age3,1000,2600
96,Brunei,female_age3,7900,31000
68,Bolivia,female_age3,22000,480000
535,"Bonaire, Sint Eustatius and Saba",female_age3,1000,1200
76,Brazil,female_age3,94000,10000000
44,The Bahamas,female_age3,2600,18000
64,Bhutan,female_age3,1300,33000
72,Botswana,female_age3,10000,87000
112,Belarus,female_age3,13000,370000
84,Belize,female_age3,2000,18000
124,Canada,female_age3,290000,1500000
180,Democratic Republic of the Congo,female_age3,8300,190000
140,Central African Republic,female_age3,1000,7400
178,Republic of the Congo,female_age3,6300,52000
756,Switzerland,female_age3,74000,330000
384,Côte d'Ivoire,female_age3,39000,380000
184,Cook Islands,female_age3,1000,1000
152,Chile,female_age3,120000,1000000
120,Cameroon,female_age3,15000,330000
156,China,female_age3,62000,280000
170,Colombia,female_age3,180000,2600000
188,Costa Rica,female_age3,27000,260000
132,Cape Verde,female_age3,2600,21000
531,Curaçao,female_age3,2000,7200
196,Cyprus,female_age3,15000,69000
203,Czech Republic,female_age3,23000,400000
276,Germany,female_age3,260000,2900000
262,Djibouti,female_age3,3800,18000
208,Denmark,female_age3,24000,210000
212,Dominica,female_age3,1000,2800
214,Dominican Republic,female_age3,40000,470000
12,Algeria,female_age3,76000,1500000
218,Ecuador,female_age3,56000,890000
233,Estonia,female_age3,1700,57000
818,Egypt,female_age3,77000,2400000
724,Spain,female_age3,220000,1900000
231,Ethiopia,female_age3,38000,730000
246,Finland,female_age3,12000,200000
242,Fiji,female_age3,3300,40000
238,Falkland Islands,female_age3,1000,1000
583,Federated States of Micronesia,female_age3,1000,2500
234,Faroe Islands,female_age3,1000,1800
250,France,female_age3,260000,2700000
266,Gabon,female_age3,11000,60000
826,United Kingdom,female_age3,340000,3100000
308,Grenada,female_age3,1000,5800
268,Georgia,female_age3,8500,200000
254,French Guiana,female_age3,2700,8900
831,Guernsey,female_age3,1000,2400
288,Ghana,female_age3,30000,480000
292,Gibraltar,female_age3,1000,1400
304,Greenland,female_age3,1000,2500
270,The Gambia,female_age3,7600,28000
324,Guinea,female_age3,6700,110000
312,Guadeloupe,female_age3,2600,15000
226,Equatorial Guinea,female_age3,3400,9800
300,Greece,female_age3,29000,380000
320,Guatemala,female_age3,21000,530000
316,Guam,female_age3,3200,9000
624,Guinea-Bissau,female_age3,2100,18000
328,Guyana,female_age3,2600,33000
344,Hong Kong,female_age3,130000,560000
340,Honduras,female_age3,12000,320000
191,Croatia,female_age3,7300,140000
332,Haiti,female_age3,7000,210000
348,Hungary,female_age3,12000,350000
360,Indonesia,female_age3,200000,11000000
372,Ireland,female_age3,34000,230000
376,Israel,female_age3,50000,360000
833,Isle Of Man,female_age3,1000,3100
356,India,female_age3,180000,14000000
368,Iraq,female_age3,44000,910000
352,Iceland,female_age3,2200,15000
380,Italy,female_age3,190000,2100000
832,Jersey,female_age3,2100,4200
388,Jamaica,female_age3,5300,110000
400,Jordan,female_age3,61000,330000
392,Japan,female_age3,94000,3300000
404,Kenya,female_age3,38000,720000
417,Kyrgyzstan,female_age3,4900,210000
116,Cambodia,female_age3,22000,710000
296,Kiribati,female_age3,1000,3800
174,Comoros,female_age3,1500,17000
659,Saint Kitts and Nevis,female_age3,1000,2900
410,South Korea,female_age3,95000,1600000
414,Kuwait,female_age3,150000,340000
136,Cayman Islands,female_age3,2200,4200
398,Kazakhstan,female_age3,16000,980000
418,Laos,female_age3,14000,180000
422,Lebanon,female_age3,55000,240000
662,St. Lucia,female_age3,1000,8200
438,Liechtenstein,female_age3,1000,1000
144,Sri Lanka,female_age3,7600,400000
430,Liberia,female_age3,4000,44000
426,Lesotho,female_age3,5100,53000
440,Lithuania,female_age3,1800,120000
442,Luxembourg,female_age3,8300,26000
428,Latvia,female_age3,1600,79000
434,Libya,female_age3,34000,360000
504,Morocco,female_age3,67000,1300000
492,Monaco,female_age3,1000,1000
498,Moldova,female_age3,3900,110000
499,Montenegro,female_age3,3600,29000
663,Saint Martin,female_age3,1000,1300
450,Madagascar,female_age3,4400,170000
584,Marshall Islands,female_age3,1000,1400
807,Macedonia,female_age3,3900,68000
466,Mali,female_age3,15000,110000
104,Myanmar,female_age3,37000,1300000
496,Mongolia,female_age3,5300,190000
446,Macau,female_age3,14000,47000
580,Northern Mariana Islands,female_age3,1000,1900
474,Martinique,female_age3,2000,14000
478,Mauritania,female_age3,6800,51000
500,Montserrat,female_age3,1000,1000
470,Malta,female_age3,5000,26000
480,Mauritius,female_age3,5100,55000
462,Maldives,female_age3,4100,25000
454,Malawi,female_age3,2000,27000
484,Mexico,female_age3,220000,6600000
458,Malaysia,female_age3,110000,1800000
508,Mozambique,female_age3,8700,140000
516,Namibia,female_age3,3400,64000
540,New Caledonia,female_age3,2700,12000
562,Niger,female_age3,3700,18000
566,Nigeria,female_age3,95000,1700000
558,Nicaragua,female_age3,11000,250000
528,Netherlands,female_age3,67000,730000
578,Norway,female_age3,31000,220000
524,Nepal,female_age3,42000,1200000
520,Nauru,female_age3,1000,1000
554,New Zealand,female_age3,56000,210000
512,Oman,female_age3,60000,170000
591,Panama,female_age3,24000,180000
604,Peru,female_age3,86000,1600000
258,French Polynesia,female_age3,1600,14000
598,Papua New Guinea,female_age3,2400,51000
608,Philippines,female_age3,200000,5600000
586,Pakistan,female_age3,50000,1200000
616,Poland,female_age3,27000,1400000
630,Puerto Rico,female_age3,8500,120000
275,Palestine,female_age3,28000,180000
620,Portugal,female_age3,36000,410000
585,Palau,female_age3,1000,1000
600,Paraguay,female_age3,13000,280000
634,Qatar,female_age3,120000,190000
638,Réunion,female_age3,6100,40000
642,Romania,female_age3,12000,710000
688,Serbia,female_age3,22000,240000
643,Russia,female_age3,190000,6000000
646,Rwanda,female_age3,3400,32000
682,Saudi Arabia,female_age3,210000,1800000
90,Solomon Islands,female_age3,1000,7600
690,Seychelles,female_age3,1200,4900
752,Sweden,female_age3,55000,440000
702,Singapore,female_age3,150000,360000
705,Slovenia,female_age3,5400,70000
703,Slovakia,female_age3,5600,210000
694,Sierra Leone,female_age3,4100,51000
674,San Marino,female_age3,1000,1000
686,Senegal,female_age3,23000,240000
706,Somalia,female_age3,14000,140000
740,Suriname,female_age3,3000,23000
728,South Sudan,female_age3,5000,17000
678,Sao Tome and Principe,female_age3,1000,4400
222,El Salvador,female_age3,17000,290000
534,Sint Maarten,female_age3,1600,2400
748,Swaziland,female_age3,3400,24000
796,Turks and Caicos Islands,female_age3,1300,2300
148,Chad,female_age3,2000,16000
768,Togo,female_age3,6400,45000
764,Thailand,female_age3,190000,3800000
762,Tajikistan,female_age3,1400,29000
626,Timor-Leste,female_age3,7600,25000
795,Turkmenistan,female_age3,1000,9100
788,Tunisia,female_age3,30000,600000
776,Tonga,female_age3,1000,5900
792,Turkey,female_age3,140000,3100000
780,Trinidad and Tobago,female_age3,6900,70000
798,Tuvalu,female_age3,1000,1000
158,Taiwan,female_age3,140000,1200000
834,Tanzania,female_age3,11000,330000
804,Ukraine,female_age3,35000,1600000
800,Uganda,female_age3,17000,200000
840,United States,female_age3,1700000,14000000
858,Uruguay,female_age3,9700,170000
860,Uzbekistan,female_age3,5200,180000
670,Saint Vincent and the Grenadines,female_age3,1000,5200
862,Venezuela,female_age3,34000,980000
92,British Virgin Islands,female_age3,1000,1700
850,US Virgin Islands,female_age3,1000,1900
704,Vietnam,female_age3,44000,4900000
548,Vanuatu,female_age3,1000,8700
876,Wallis and Futuna,female_age3,1000,1000
882,Samoa,female_age3,1000,11000
983,Kosovo,female_age3,3600,57000
887,Yemen,female_age3,10000,77000
175,Mayotte,female_age3,1200,5600
710,South Africa,female_age3,160000,2000000
894,Zambia,female_age3,6400,130000
716,Zimbabwe,female_age3,2800,76000
20,Andorra,female_age4,1300,3400
784,United Arab Emirates,female_age4,260000,440000
4,Afghanistan,female_age4,1200,17000
28,Antigua,female_age4,1400,3900
660,Anguilla,female_age4,1000,1000
8,Albania,female_age4,1400,55000
51,Armenia,female_age4,4600,98000
24,Angola,female_age4,9800,81000
32,Argentina,female_age4,96000,1900000
16,American Samoa,female_age4,1000,1500
40,Austria,female_age4,45000,280000
36,Australia,female_age4,210000,950000
533,Aruba,female_age4,1900,5000
31,Azerbaijan,female_age4,6600,150000
70,Bosnia and Herzegovina,female_age4,5200,93000
52,Barbados,female_age4,1400,11000
50,Bangladesh,female_age4,10000,500000
56,Belgium,female_age4,53000,400000
854,Burkina Faso,female_age4,3800,44000
100,Bulgaria,female_age4,5400,210000
48,Bahrain,female_age4,25000,69000
108,Burundi,female_age4,1000,12000
204,Benin,female_age4,5100,30000
652,Saint Barthélemy,female_age4,1000,1000
60,Bermuda,female_age4,1000,2600
96,Brunei,female_age4,6000,23000
68,Bolivia,female_age4,12000,310000
535,"Bonaire, Sint Eustatius and Saba",female_age4,1000,1000
76,Brazil,female_age4,67000,8800000
44,The Bahamas,female_age4,2000,14000
64,Bhutan,female_age4,1000,16000
72,Botswana,female_age4,6900,59000
112,Belarus,female_age4,11000,300000
84,Belize,female_age4,1500,13000
124,Canada,female_age4,260000,1400000
180,Democratic Republic of the Congo,female_age4,3300,75000
140,Central African Republic,female_age4,1000,4000
178,Republic of the Congo,female_age4,2800,26000
756,Switzerland,female_age4,68000,290000
384,Côte d'Ivoire,female_age4,18000,190000
184,Cook Islands,female_age4,1000,1000
152,Chile,female_age4,80000,810000
120,Cameroon,female_age4,6200,150000
156,China,female_age4,28000,130000
170,Colombia,female_age4,110000,1900000
188,Costa Rica,female_age4,23000,210000
132,Cape Verde,female_age4,1700,15000
531,Curaçao,female_age4,1800,6600
196,Cyprus,female_age4,14000,63000
203,Czech Republic,female_age4,20000,350000
276,Germany,female_age4,220000,2300000
262,Djibouti,female_age4,1000,6200
208,Denmark,female_age4,20000,190000
212,Dominica,female_age4,1000,2100
214,Dominican Republic,female_age4,20000,320000
12,Algeria,female_age4,27000,680000
218,Ecuador,female_age4,36000,620000
233,Estonia,female_age4,1300,51000
818,Egypt,female_age4,41000,1500000
724,Spain,female_age4,220000,1800000
231,Ethiopia,female_age4,8700,170000
246,Finland,female_age4,11000,190000
242,Fiji,female_age4,2400,31000
238,Falkland Islands,female_age4,1000,1000
583,Federated States of Micronesia,female_age4,1000,1900
234,Faroe Islands,female_age4,1000,1500
250,France,female_age4,220000,2300000
266,Gabon,female_age4,5900,32000
826,United Kingdom,female_age4,310000,2700000
308,Grenada,female_age4,1000,4400
268,Georgia,female_age4,6300,160000
254,French Guiana,female_age4,2200,7100
831,Guernsey,female_age4,1000,2200
288,Ghana,female_age4,13000,210000
292,Gibraltar,female_age4,1000,1300
304,Greenland,female_age4,1000,1900
270,The Gambia,female_age4,2500,11000
324,Guinea,female_age4,2900,41000
312,Guadeloupe,female_age4,2500,13000
226,Equatorial Guinea,female_age4,1600,4600
300,Greece,female_age4,30000,380000
320,Guatemala,female_age4,11000,310000
316,Guam,female_age4,2700,6800
624,Guinea-Bissau,female_age4,1000,8500
328,Guyana,female_age4,1600,22000
344,Hong Kong,female_age4,110000,430000
340,Honduras,female_age4,5900,200000
191,Croatia,female_age4,6900,130000
332,Haiti,female_age4,2700,81000
348,Hungary,female_age4,10000,320000
360,Indonesia,female_age4,71000,5800000
372,Ireland,female_age4,34000,230000
376,Israel,female_age4,43000,290000
833,Isle Of Man,female_age4,1000,3200
356,India,female_age4,74000,7500000
368,Iraq,female_age4,20000,440000
352,Iceland,female_age4,1800,14000
380,Italy,female_age4,180000,1900000
832,Jersey,female_age4,2000,4400
388,Jamaica,female_age4,3800,78000
400,Jordan,female_age4,35000,230000
392,Japan,female_age4,71000,3100000
404,Kenya,female_age4,14000,290000
417,Kyrgyzstan,female_age4,3500,130000
116,Cambodia,female_age4,8600,260000
296,Kiribati,female_age4,1000,2400
174,Comoros,female_age4,1000,4900
659,Saint Kitts and Nevis,female_age4,1000,2400
410,South Korea,female_age4,64000,1300000
414,Kuwait,female_age4,110000,230000
136,Cayman Islands,female_age4,2200,3900
398,Kazakhstan,female_age4,13000,790000
418,Laos,female_age4,6400,98000
422,Lebanon,female_age4,27000,160000
662,St. Lucia,female_age4,1000,6500
438,Liechtenstein,female_age4,1000,1000
144,Sri Lanka,female_age4,4700,300000
430,Liberia,female_age4,1900,26000
426,Lesotho,female_age4,1300,15000
440,Lithuania,female_age4,1500,100000
442,Luxembourg,female_age4,8000,24000
428,Latvia,female_age4,1400,70000
434,Libya,female_age4,13000,200000
504,Morocco,female_age4,24000,480000
492,Monaco,female_age4,1000,1000
498,Moldova,female_age4,3000,95000
499,Montenegro,female_age4,3300,23000
663,Saint Martin,female_age4,1000,1100
450,Madagascar,female_age4,1500,61000
584,Marshall Islands,female_age4,1000,1100
807,Macedonia,female_age4,2800,57000
466,Mali,female_age4,5200,32000
104,Myanmar,female_age4,14000,590000
496,Mongolia,female_age4,2800,120000
446,Macau,female_age4,10000,31000
580,Northern Mariana Islands,female_age4,1000,1600
474,Martinique,female_age4,1900,12000
478,Mauritania,female_age4,2300,15000
500,Montserrat,female_age4,1000,1000
470,Malta,female_age4,3500,22000
480,Mauritius,female_age4,3200,43000
462,Maldives,female_age4,2000,18000
454,Malawi,female_age4,1100,14000
484,Mexico,female_age4,130000,4800000
458,Malaysia,female_age4,64000,1300000
508,Mozambique,female_age4,4100,72000
516,Namibia,female_age4,2200,36000
540,New Caledonia,female_age4,2500,10000
562,Niger,female_age4,1300,8000
566,Nigeria,female_age4,37000,850000
558,Nicaragua,female_age4,5200,150000
528,Netherlands,female_age4,57000,590000
578,Norway,female_age4,29000,200000
524,Nepal,female_age4,11000,250000
520,Nauru,female_age4,1000,1000
554,New Zealand,female_age4,44000,170000
512,Oman,female_age4,35000,88000
591,Panama,female_age4,19000,140000
604,Peru,female_age4,49000,1100000
258,French Polynesia,female_age4,1400,12000
598,Papua New Guinea,female_age4,1200,21000
608,Philippines,female_age4,77000,3600000
586,Pakistan,female_age4,17000,490000
616,Poland,female_age4,22000,1300000
630,Puerto Rico,female_age4,7300,100000
275,Palestine,female_age4,15000,100000
620,Portugal,female_age4,35000,410000
585,Palau,female_age4,1000,1000
600,Paraguay,female_age4,9300,200000
634,Qatar,female_age4,75000,120000
638,Réunion,female_age4,5500,33000
642,Romania,female_age4,8700,570000
688,Serbia,female_age4,21000,220000
643,Russia,female_age4,160000,5100000
646,Rwanda,female_age4,1600,14000
682,Saudi Arabia,female_age4,130000,790000
90,Solomon Islands,female_age4,1000,3400
690,Seychelles,female_age4,1000,3800
752,Sweden,female_age4,50000,380000
702,Singapore,female_age4,120000,280000
705,Slovenia,female_age4,5200,68000
703,Slovakia,female_age4,4700,180000
694,Sierra Leone,female_age4,1500,21000
674,San Marino,female_age4,1000,1000
686,Senegal,female_age4,7800,99000
706,Somalia,female_age4,2600,23000
740,Suriname,female_age4,2200,19000
728,South Sudan,female_age4,2000,6400
678,Sao Tome and Principe,female_age4,1000,2700
222,El Salvador,female_age4,8600,180000
534,Sint Maarten,female_age4,1500,2200
748,Swaziland,female_age4,1600,11000
796,Turks and Caicos Islands,female_age4,1200,1900
148,Chad,female_age4,1000,5800
768,Togo,female_age4,2900,20000
764,Thailand,female_age4,89000,2700000
762,Tajikistan,female_age4,1000,19000
626,Timor-Leste,female_age4,3000,9400
795,Turkmenistan,female_age4,1000,5600
788,Tunisia,female_age4,13000,320000
776,Tonga,female_age4,1000,3500
792,Turkey,female_age4,94000,2600000
780,Trinidad and Tobago,female_age4,5000,63000
798,Tuvalu,female_age4,1000,1000
158,Taiwan,female_age4,120000,1200000
834,Tanzania,female_age4,4800,140000
804,Ukraine,female_age4,30000,1400000
800,Uganda,female_age4,6500,70000
840,United States,female_age4,1600000,12000000
858,Uruguay,female_age4,7100,140000
860,Uzbekistan,female_age4,4300,130000
670,Saint Vincent and the Grenadines,female_age4,1000,4100
862,Venezuela,female_age4,23000,750000
92,British Virgin Islands,female_age4,1000,1600
850,US Virgin Islands,female_age4,1000,1700
704,Vietnam,female_age4,25000,3600000
548,Vanuatu,female_age4,1000,3600
876,Wallis and Futuna,female_age4,1000,1000
882,Samoa,female_age4,1000,5600
983,Kosovo,female_age4,2100,38000
887,Yemen,female_age4,2700,29000
175,Mayotte,female_age4,1000,3400
710,South Africa,female_age4,92000,1000000
894,Zambia,female_age4,3100,66000
716,Zimbabwe,female_age4,1600,52000
20,Andorra,female_age5,1400,3700
784,United Arab Emirates,female_age5,170000,280000
4,Afghanistan,female_age5,1000,12000
28,Antigua,female_age5,1300,3500
660,Anguilla,female_age5,1000,1000
8,Albania,female_age5,1000,40000
51,Armenia,female_age5,3300,75000
24,Angola,female_age5,7000,53000
32,Argentina,female_age5,80000,1700000
16,American Samoa,female_age5,1000,1600
40,Austria,female_age5,39000,230000
36,Australia,female_age5,150000,810000
533,Aruba,female_age5,2000,5000
31,Azerbaijan,female_age5,4500,93000
70,Bosnia and Herzegovina,female_age5,4900,81000
52,Barbados,female_age5,1500,10000
50,Bangladesh,female_age5,6000,330000
56,Belgium,female_age5,47000,390000
854,Burkina Faso,female_age5,2000,26000
100,Bulgaria,female_age5,5000,220000
48,Bahrain,female_age5,19000,45000
108,Burundi,female_age5,1000,7300
204,Benin,female_age5,3400,18000
652,Saint Barthélemy,female_age5,1000,1000
60,Bermuda,female_age5,1000,2500
96,Brunei,female_age5,5700,19000
68,Bolivia,female_age5,8700,250000
535,"Bonaire, Sint Eustatius and Saba",female_age5,1000,1000
76,Brazil,female_age5,56000,7500000
44,The Bahamas,female_age5,1800,12000
64,Bhutan,female_age5,1000,9900
72,Botswana,female_age5,5000,43000
112,Belarus,female_age5,8700,190000
84,Belize,female_age5,1200,9500
124,Canada,female_age5,220000,1200000
180,Democratic Republic of the Congo,female_age5,2400,59000
140,Central African Republic,female_age5,1000,2500
178,Republic of the Congo,female_age5,1800,19000
756,Switzerland,female_age5,60000,260000
384,Côte d'Ivoire,female_age5,11000,120000
184,Cook Islands,female_age5,1000,1000
152,Chile,female_age5,61000,680000
120,Cameroon,female_age5,3700,94000
156,China,female_age5,12000,52000
170,Colombia,female_age5,78000,1500000
188,Costa Rica,female_age5,19000,170000
132,Cape Verde,female_age5,1100,10000
531,Curaçao,female_age5,2000,6100
196,Cyprus,female_age5,13000,56000
203,Czech Republic,female_age5,17000,360000
276,Germany,female_age5,200000,1900000
262,Djibouti,female_age5,1000,3800
208,Denmark,female_age5,17000,200000
212,Dominica,female_age5,1000,1500
214,Dominican Republic,female_age5,13000,260000
12,Algeria,female_age5,20000,470000
218,Ecuador,female_age5,27000,500000
233,Estonia,female_age5,1100,44000
818,Egypt,female_age5,28000,1100000
724,Spain,female_age5,210000,2100000
231,Ethiopia,female_age5,4600,93000
246,Finland,female_age5,9000,180000
242,Fiji,female_age5,1900,24000
238,Falkland Islands,female_age5,1000,1000
583,Federated States of Micronesia,female_age5,1000,1600
234,Faroe Islands,female_age5,1000,1600
250,France,female_age5,180000,2100000
266,Gabon,female_age5,4000,22000
826,United Kingdom,female_age5,250000,2300000
308,Grenada,female_age5,1000,3100
268,Georgia,female_age5,4700,140000
254,French Guiana,female_age5,1800,5400
831,Guernsey,female_age5,1000,2200
288,Ghana,female_age5,6500,120000
292,Gibraltar,female_age5,1000,1300
304,Greenland,female_age5,1000,1500
270,The Gambia,female_age5,1400,6000
324,Guinea,female_age5,1600,25000
312,Guadeloupe,female_age5,2300,12000
226,Equatorial Guinea,female_age5,1000,2200
300,Greece,female_age5,30000,390000
320,Guatemala,female_age5,8200,230000
316,Guam,female_age5,2500,6100
624,Guinea-Bissau,female_age5,1000,5500
328,Guyana,female_age5,1200,20000
344,Hong Kong,female_age5,92000,370000
340,Honduras,female_age5,4400,150000
191,Croatia,female_age5,7000,120000
332,Haiti,female_age5,1700,50000
348,Hungary,female_age5,10000,380000
360,Indonesia,female_age5,44000,4100000
372,Ireland,female_age5,27000,220000
376,Israel,female_age5,42000,250000
833,Isle Of Man,female_age5,1000,3100
356,India,female_age5,46000,4700000
368,Iraq,female_age5,14000,350000
352,Iceland,female_age5,1600,13000
380,Italy,female_age5,190000,2000000
832,Jersey,female_age5,1800,4200
388,Jamaica,female_age5,2900,62000
400,Jordan,female_age5,27000,180000
392,Japan,female_age5,62000,2700000
404,Kenya,female_age5,9400,200000
417,Kyrgyzstan,female_age5,2500,89000
116,Cambodia,female_age5,4900,130000
296,Kiribati,female_age5,1000,1400
174,Comoros,female_age5,1000,3000
659,Saint Kitts and Nevis,female_age5,1000,2000
410,South Korea,female_age5,41000,940000
414,Kuwait,female_age5,81000,150000
136,Cayman Islands,female_age5,2000,3600
398,Kazakhstan,female_age5,11000,570000
418,Laos,female_age5,3900,63000
422,Lebanon,female_age5,19000,130000
662,St. Lucia,female_age5,1000,5300
438,Liechtenstein,female_age5,1000,1000
144,Sri Lanka,female_age5,3400,210000
430,Liberia,female_age5,1100,19000
426,Lesotho,female_age5,1000,11000
440,Lithuania,female_age5,1200,92000
442,Luxembourg,female_age5,7700,22000
428,Latvia,female_age5,1100,59000
434,Libya,female_age5,9900,170000
504,Morocco,female_age5,17000,340000
492,Monaco,female_age5,1000,1000
498,Moldova,female_age5,2400,75000
